Class	Atom count	Exact molecular weight	a(xx)	a(yy)	a(zz)	Formal charge	molecular	molecular.1	a(xx).1	a(yy).1	a(zz).1	Aliphatic atom count	Aliphatic bond count	Aliphatic ring count	Aliphatic ring count of size	ASA	ASA+	ASA-	ASA_H	ASA_P	Asymmetric atom count	Balaban index	Carboaliphatic ring count	Carbo ring count	Chiral center count	Cyclomatic number	fsp3	Fused aliphatic ring count	Fused aromatic ring count	Harary index	Heteroaliphatic ring count	Heteroaromatic ring count	Hyper wiener index	Van der Waals surface area (3D)	Van der Waals surface area (3D).1	Platt index	Polar surface area	Polar surface area.1	Randic index	Rotatable bond count	Szeged index	Van der Waals surface area (3D).2	ASA.1	ASA+.1	ASA-.1	ASA_H.1	ASA_P.1	Wiener index	Wiener polarity	count	logD[pH=7]	logP of major-ms
Inactive	42	318.136827828	42.47	36.9	23.37	0	37.22	34.25	42.47	36.9	23.37	8	9	0	0	513.91	342.98	170.93	444.26	69.65	0	1.34	0	3	0	3	0.1	0	2	83.88	0	0	5951	458.07	458.07	144	58.2	58.2	19.03	5	2203	458.07	513.91	342.98	170.93	444.26	69.65	1471	36	7	3.56	3.56
Inactive	46	385.120860666	49.32	40.32	26.76	-2	38.3	38.8	49.32	40.32	26.76	11	13	0	0	631	414.29	216.71	514.36	116.64	0	1.37	0	1	0	3	0.17	0	0	97.65	0	2	9639	511.89	511.89	156	99.52	99.52	20.87	6	2523	511.89	643.86	396.37	247.48	521.93	121.93	2113	37	23	1.14	0.74
Inactive	54	421.163770853	33.41	39.51	60.81	-1	45.32	44.57	33.41	39.51	60.81	14	17	1	0	665.21	491.87	173.35	550.65	114.56	0	1.23	0	2	0	4	0.26	0	0	125.31	1	1	12233	596.88	596.88	194	96.72	96.72	24.25	7	4157	596.88	658.54	453.21	205.33	553.48	105.06	2768	50	4	0.62	0.39
Inactive	28	292.01539254	14.83	25.67	41.77	0	26.16	27.42	14.83	25.67	41.77	9	11	1	0	486.87	286.45	200.42	258.7	228.17	0	1.33	0	1	0	3	0.08	0	0	65.13	1	1	3172	343.37	343.37	96	90.7	90.7	12.87	3	1213	343.37	486.87	286.45	200.42	258.7	228.17	879	27	2	2.71	2.71
Inactive	48	333.184112373	34.68	31.03	48.27	1	40.04	37.99	34.68	31.03	48.27	9	11	1	0	542.51	395.26	147.25	486.08	56.43	0	1.14	0	2	0	4	0.29	0	2	91.43	1	1	6726	516.22	516.22	178	40.8	40.8	21.48	3	2862	516.22	533.64	381.45	152.19	466.78	66.86	1616	41	10	2.96	0.52
Inactive	47	364.142307132	53.23	39.18	24	0	40.11	38.81	53.23	39.18	24	11	12	0	0	616.72	377.16	239.56	502.92	113.8	1	1.39	0	3	1	3	0.14	0	2	98.54	0	0	9293	514.81	514.81	160	87.66	87.66	21.33	6	2968	514.81	616.72	377.16	239.56	502.92	113.8	2076	41	7	4.12	4.18
Inactive	39	334.106590327	47.44	35.61	19.63	0	35.53	34.23	47.44	35.61	19.63	6	7	0	0	541.33	314.67	226.66	399.17	142.15	0	1.08	0	2	0	4	0.06	0	4	89.48	0	2	7369	432.17	432.17	136	92.35	92.35	17.95	4	2611	432.17	541.33	314.67	226.66	399.17	142.15	1695	37	6	2.06	2.06
Inactive	46	357.147726864	43.55	41.15	29.95	0	41.37	38.22	43.55	41.15	29.95	5	7	0	0	558.8	366.14	192.65	501.02	57.78	1	1.5	0	2	1	4	0.09	0	2	105.53	0	2	6220	501.14	501.14	158	67.27	67.27	21.13	5	2860	501.14	558.8	366.14	192.65	501.02	57.78	1734	45	13	3.42	3.43
Inactive	53	392.184840649	48.07	43.53	35.36	0	43.67	42.32	48.07	43.53	35.36	13	15	1	0	641.09	440.84	200.25	558.57	82.52	1	1.36	0	1	1	4	0.32	0	2	115.79	1	2	8876	575.29	575.29	194	78.79	78.79	23.72	5	3662	575.29	641.09	440.84	200.25	558.57	82.52	2206	49	14	2.14	2.39
Inactive	42	305.152812244	29.85	30.66	40.81	1	36.21	33.78	29.85	30.66	40.81	7	9	1	0	486.26	320.48	165.78	436.47	49.79	1	1.46	0	1	1	4	0.26	0	2	84.94	1	2	3487	453.78	453.78	156	50.45	50.45	18.97	3	1844	453.78	474.2	348.34	125.86	422.12	52.07	1091	37	13	0.95	-0.76
Inactive	48	353.156183547	34.49	38.84	45.97	1	40.95	39.77	34.49	38.84	45.97	10	12	1	0	568.5	414.86	153.64	519.56	48.94	1	1.33	0	1	1	4	0.35	0	2	94.94	1	2	4948	524.76	524.76	180	40.8	40.8	21.43	4	2352	524.76	559.61	407.05	152.56	512.68	46.93	1413	41	14	2.47	0.17
Inactive	44	376.117155011	32.94	37.1	44.02	0	39.31	38.02	32.94	37.1	44.02	7	9	0	0	596.57	384.74	211.83	443.7	152.87	1	1.45	0	2	1	4	0.1	0	2	111.04	0	2	7119	495.11	495.11	152	114.32	114.32	20.24	5	3027	495.11	596.57	384.74	211.83	443.7	152.87	1928	45	7	3.89	3.91
Inactive	36	339.050004399	27.62	32.28	45.04	0	36.13	34.98	27.62	32.28	45.04	3	5	0	0	510.39	331.51	178.88	423.64	86.75	1	1.42	0	1	1	4	0.06	0	2	83.79	0	3	3701	413.34	413.34	124	58.04	58.04	16.76	4	1738	413.34	510.39	331.51	178.88	423.64	86.75	1124	34	10	4.05	4.06
Inactive	53	392.184840649	44.16	46.85	36.48	0	43.67	42.49	44.16	46.85	36.48	13	15	1	0	649.94	448.89	201.05	583.25	66.68	1	1.36	0	1	1	4	0.32	0	2	115.79	1	2	8876	574.67	574.67	194	78.79	78.79	23.72	5	3662	574.67	649.94	448.89	201.05	583.25	66.68	2206	49	14	2.37	2.62
Inactive	38	334.088832261	31.63	30.21	41.68	0	36.58	34.51	31.63	30.21	41.68	3	5	0	0	517.07	322.81	194.26	436.26	80.81	1	1.37	0	1	1	4	0.06	0	2	88.98	0	3	4255	426.67	426.67	130	70.93	70.93	17.68	4	2058	426.67	517.07	322.81	194.26	436.26	80.81	1263	37	13	3.15	3.17
Inactive	42	339.1138399	35.54	41.84	29.82	0	37.77	35.73	35.54	41.84	29.82	8	10	1	0	513.31	321.88	191.43	473.67	39.64	1	1.44	0	1	1	4	0.26	0	2	91.1	1	2	3844	466.43	466.43	156	53.28	53.28	18.97	3	2031	466.43	502.29	311.05	191.24	455.16	47.12	1201	40	13	2.28	0.08
Inactive	54	430.1560391	53.7	48.46	36.58	0	48.51	46.25	53.7	48.46	36.58	9	12	1	0	634.09	407.39	226.7	591.13	42.96	1	1.11	0	2	1	5	0.2	0	2	129.49	1	2	10718	593.83	593.83	198	56.52	56.52	24.52	4	4534	593.83	624.89	411.92	212.97	546.88	78.01	2600	54	16	4.25	1.41
Inactive	53	397.190260381	51.41	45.69	34.5	1	46.04	43.87	51.41	45.69	34.5	8	11	1	0	613.74	411.18	202.56	570.57	43.17	1	1.12	0	1	1	5	0.21	0	2	122.62	1	3	9960	573.54	573.54	194	66.58	66.58	24.09	4	4221	573.54	609.07	433.32	175.75	545.74	63.33	2419	51	26	2.85	0.18
Inactive	45	348.1240702	37.14	30.07	43.87	1	37.49	37.02	37.14	30.07	43.87	14	15	1	0	575.92	375.92	200	504.09	71.83	1	1.44	0	1	1	3	0.44	0	2	86.02	1	1	5333	505.51	505.51	168	63.86	63.86	19.85	5	2307	505.51	571.96	399.24	172.72	501.03	70.93	1390	39	8	1.79	-0.4
Inactive	44	372.122240391	36.04	27.27	51.08	0	40.67	38.13	36.04	27.27	51.08	6	8	0	0	577.7	344.29	233.41	435.33	142.37	1	1.38	0	2	1	4	0.05	0	2	109.55	0	2	7959	492.5	492.5	150	101.18	101.18	20.35	5	3327	492.5	577.7	344.29	233.41	435.33	142.37	2019	46	9	3.75	3.76
Inactive	42	361.106255975	43.38	35.46	30	0	38.43	36.28	43.38	35.46	30	6	8	0	0	545.2	341.01	204.19	413.51	131.7	1	1.46	0	2	1	4	0.05	0	2	104.78	0	2	6669	472.2	472.2	144	101.43	101.43	19.44	5	2814	472.2	545.2	341.01	204.19	413.51	131.7	1785	43	5	3.79	3.81
Inactive	43	407.078517	32.65	29.54	59.44	-2	41.21	40.54	32.65	29.54	59.44	8	10	0	0	631.97	371.95	260.02	499.82	132.14	0	1.14	0	2	0	4	0	0	2	110.08	0	2	12576	489.27	489.27	144	109.17	109.17	19.99	4	3759	489.27	642.03	329.33	312.71	494.86	147.17	2583	45	18	2.05	1.64
Inactive	37	391.0238946	24.06	31.81	54.51	-2	35.78	36.8	24.06	31.81	54.51	9	11	0	0	582.12	268.19	313.93	444.91	137.21	0	1.42	0	1	0	3	0	0	0	93.01	0	2	8678	441.89	441.89	120	109.17	109.17	17.16	4	2589	441.89	592.97	245.4	347.58	448.32	144.66	1916	38	14	1.11	0.7
Inactive	26	252.0414032	23.43	14.15	33.86	-1	23.93	23.81	23.43	14.15	33.86	6	7	0	0	417.96	238.88	179.08	263.76	154.2	0	1.88	0	1	0	2	0	0	0	51.48	0	1	1636	300.57	300.57	82	96	96	12.04	2	753	300.57	423.34	213.9	209.44	269.37	153.97	533	24	10	0.52	0.47
Inactive	35	287.096108713	35.88	31.41	22.45	1	30.79	29.91	35.88	31.41	22.45	6	7	0	0	499.85	349.32	150.53	416.62	83.23	0	1.41	0	1	0	3	0.21	0	2	66.26	0	2	2816	388.14	388.14	124	75.65	75.65	15.78	4	1113	388.14	499.85	349.32	150.53	416.62	83.23	833	29	6	-0.69	-0.69
Inactive	40	324.111007003	40.54	27.57	31.03	0	35.03	33.04	40.54	27.57	31.03	8	9	0	0	569.63	384.98	184.65	471.78	97.85	0	1.4	0	1	0	3	0.17	0	2	85.02	0	2	5498	454.62	454.62	136	81.54	81.54	18.17	6	2201	454.62	569.63	384.98	184.65	471.78	97.85	1417	38	6	3.12	3.13
Inactive	17	155.0382566	16.41	15.31	7.14	-1	13.49	12.95	16.41	15.31	7.14	5	5	0	0	288.85	158.3	130.55	76.74	212.11	0	2.25	0	1	0	1	0	0	0	26.67	0	0	315	190.41	190.41	50	66.15	66.15	7.82	1	232	190.41	287.2	133.22	153.98	78.71	208.49	148	14	3	-0.98	-1.93
Inactive	44	342.137970643	36.62	43.69	24.55	0	36.56	34.95	36.62	43.69	24.55	8	10	0	0	562.6	421.35	141.25	471.41	91.19	0	1.5	0	2	0	3	0.21	0	0	92.92	0	1	5317	494.25	494.25	152	67.37	67.37	19.79	5	2101	494.25	562.6	421.35	141.25	471.41	91.19	1463	41	9	4.64	4.65
Inactive	26	235.0512397	24.21	33.6	13.58	0	23.53	23.79	24.21	33.6	13.58	5	5	0	0	392.47	229.64	162.83	325.72	66.75	0	1.83	0	1	0	2	0.18	0	2	49.08	0	1	1034	292.56	292.56	86	57.31	57.31	11.8	0	650	292.56	392.47	229.64	162.83	325.72	66.75	401	28	2	2.5	2.5
Inactive	39	299.126991419	30.01	20.23	46.57	0	30.84	32.27	30.01	20.23	46.57	11	13	1	0	539.13	374.06	165.07	397.72	141.42	0	1.32	0	1	0	3	0.31	0	0	72.05	1	1	5475	434.44	434.44	142	71.88	71.88	17.41	4	1870	434.44	539.13	374.06	165.07	397.72	141.42	1267	29	3	3.89	3.9
Inactive	37	376.02999723	25.54	34	50.63	0	36.35	36.72	25.54	34	50.63	14	15	0	0	590.47	333.51	256.96	315.89	274.58	0	1.46	0	1	0	2	0	0	0	83.47	0	1	9023	434.73	434.73	116	113.37	113.37	16.96	5	2218	434.73	590.47	333.51	256.96	315.89	274.58	1879	31	24	2.99	2.99
Inactive	43	361.12265493	29.99	36.71	43.37	0	39.07	36.69	29.99	36.71	43.37	5	7	0	0	543.52	322.38	221.14	443.16	100.36	1	1.53	0	2	1	4	0.05	0	2	106.45	0	2	5997	470.97	470.97	146	78.27	78.27	19.98	4	2832	470.97	543.52	322.38	221.14	443.16	100.36	1704	46	16	3.84	4.02
Inactive	41	326.1033348	42.03	31.53	24.6	0	32.02	32.72	42.03	31.53	24.6	16	16	0	0	524.19	324.1	200.09	344.86	179.33	2	2.42	0	1	2	1	0.4	0	0	71.16	0	0	4586	466.85	466.85	140	98.49	98.49	17.98	8	1400	466.85	524.19	324.1	200.09	344.86	179.33	1184	30	4	2.22	2.22
Inactive	30	261.0556563	35.73	28.47	15.83	0	27.17	26.68	35.73	28.47	15.83	6	7	0	0	444.88	275.84	169.04	341.83	103.05	0	1.77	0	2	0	2	0.07	0	0	55.84	0	0	1924	344.95	344.95	98	49.33	49.33	13.68	2	934	344.95	444.88	275.84	169.04	341.83	103.05	620	26	2	3.83	3.88
Inactive	27	290.989492	34.42	28.3	14.03	0	26.32	25.58	34.42	28.3	14.03	5	6	0	0	416.3	241.07	175.22	307.1	109.19	0	1.84	0	2	0	2	0	0	0	51.17	0	0	1604	315.11	315.11	86	49.33	49.33	12.47	2	804	315.11	416.3	241.07	175.22	307.1	109.19	532	24	2	3.48	3.53
Inactive	51	402.151432518	51.64	45.58	35.12	1	45.57	44.11	51.64	45.58	35.12	8	11	1	0	602.85	417.51	185.34	556.57	46.28	1	1.15	0	1	1	5	0.22	0	2	116.82	1	3	9056	560.49	560.49	188	53.69	53.69	23.18	4	3764	560.49	597.71	430	167.71	541.44	56.27	2219	48	16	3.33	1.08
Inactive	42	344.127325771	32.98	29.32	45.44	0	38.54	35.91	32.98	29.32	45.44	4	6	0	0	525.84	344.93	180.91	442.78	83.06	1	1.3	0	2	1	4	0.05	0	2	100.33	0	2	5417	455.67	455.67	142	91.16	91.16	19.55	4	2612	455.67	525.84	344.93	180.91	442.78	83.06	1554	43	14	3.24	3.26
Inactive	43	386.112738335	53	41.73	25.45	0	40.91	40.06	53	41.73	25.45	7	10	0	0	673.53	393.47	280.06	482.1	191.43	0	1.16	0	1	0	4	0	0	0	108.94	0	3	11947	493.2	493.2	142	111.71	111.71	20	6	3295	493.2	673.53	393.47	280.06	482.1	191.43	2550	40	3	3.43	3.43
Inactive	35	357.015941364	32.06	29.3	42.95	0	36.98	34.77	32.06	29.3	42.95	3	5	0	0	536.82	373.99	162.83	453.81	83.01	1	1.45	0	2	1	4	0	0	2	84.53	0	2	3561	425.97	425.97	122	54.88	54.88	16.23	4	1558	425.97	536.82	373.99	162.83	453.81	83.01	1104	35	2	4.37	4.37
Inactive	41	314.137890456	44.33	31.77	22.31	-1	33.11	32.81	44.33	31.77	22.31	9	10	0	0	534.67	372.6	162.07	451.6	83.07	0	1.47	0	1	0	3	0.31	0	2	80.1	0	2	4922	455.11	455.11	146	95.86	95.86	18.34	6	1618	455.11	540.78	351.76	189.02	459.43	81.35	1271	34	15	1.05	0.95
Inactive	44	406.0832681	45.25	40.33	33.98	0	42.54	39.86	45.25	40.33	33.98	7	9	0	0	578.29	303.97	274.32	433.29	145	1	1.44	0	2	1	4	0.05	0	2	117.58	0	2	7701	507.97	507.97	150	101.18	101.18	20.35	5	3440	507.97	578.29	303.97	274.32	433.29	145	2084	49	8	4.09	4.14
Inactive	39	424.989885	40.94	54.87	21.21	0	39.78	39.01	40.94	54.87	21.21	7	8	0	0	590.87	341.99	248.89	482.38	108.49	0	1.39	0	2	0	4	0.05	0	4	104.52	0	2	7420	458.38	458.38	134	74.72	74.72	17.97	4	3296	458.38	590.87	341.99	248.89	482.38	108.49	1858	47	2	4.18	4.18
Inactive	40	307.120843411	32.04	27.45	38.32	0	33.84	32.6	32.04	27.45	38.32	6	8	0	0	554.93	375.01	179.91	477.2	77.72	0	1.2	0	2	0	3	0.11	0	0	74.98	0	1	7043	447.67	447.67	136	51.47	51.47	18.21	7	2118	447.67	554.93	375.01	179.91	477.2	77.72	1507	28	6	3.47	3.48
Inactive	44	349.1193192	45.11	35.57	28.41	0	36.85	36.36	45.11	35.57	28.41	14	15	1	0	573.74	388.55	185.19	505.44	68.31	0	1.38	0	1	0	3	0.41	0	2	85.1	1	1	5959	494.2	494.2	162	65.9	65.9	19.47	4	2437	494.2	573.74	388.55	185.19	505.44	68.31	1455	39	8	2.18	2.42
Inactive	34	244.121177763	28.11	32.02	18.99	1	28.18	26.37	28.11	32.02	18.99	8	9	1	0	420.17	324.6	95.57	348.05	72.12	0	1.6	0	1	0	3	0.36	0	2	57.42	1	1	1810	371.4	371.4	126	46.79	46.79	15.18	2	1104	371.4	407.98	306.84	101.14	335.63	72.36	599	27	8	1.31	1.55
Inactive	45	371.1200681	50.71	38.87	24.64	0	39.46	38.07	50.71	38.87	24.64	10	12	1	0	540.38	328.76	211.62	473.04	67.35	0	1.09	0	2	0	4	0.25	0	2	96.34	1	1	8054	504.3	504.3	166	43.63	43.63	20.27	3	3245	504.3	541.36	313.69	227.67	468.46	72.9	1835	43	10	3.4	0.75
Inactive	45	360.125611694	35.7	28.31	47.45	0	38.14	37.15	35.7	28.31	47.45	13	14	0	0	617.1	446.2	170.89	491.46	125.63	0	1.44	0	1	0	2	0.24	0	0	83.35	0	1	9247	509.3	509.3	150	84.51	84.51	20.1	7	2448	509.3	617.1	446.2	170.89	491.46	125.63	1898	34	6	1.85	1.88
Inactive	38	406.993925	34.29	30.61	45.54	0	37.45	36.81	34.29	30.61	45.54	12	13	0	0	547.87	303.92	243.95	394.63	153.25	0	1.6	0	2	0	2	0.06	0	0	80.86	0	0	7113	447.17	447.17	122	90.46	90.46	17.32	4	2159	447.17	547.87	303.92	243.95	394.63	153.25	1595	34	15	3.62	3.7
Inactive	40	344.094311565	33.05	27.79	44.36	0	35.68	35.07	33.05	27.79	44.36	12	13	0	0	603.05	396.8	206.24	465.1	137.95	0	1.53	0	1	0	2	0.12	0	0	79.22	0	1	7796	458.69	458.69	130	92.35	92.35	18.08	6	2238	458.69	603.05	396.8	206.24	465.1	137.95	1665	32	5	2.52	2.56
Inactive	34	340.060566653	30.51	33.11	25.95	0	30.51	29.86	30.51	33.11	25.95	11	12	0	0	499.12	273.54	225.58	292.39	206.73	0	1.75	0	1	0	2	0.07	0	0	77.4	0	1	5392	400.12	400.12	110	66.05	66.05	15.44	4	1750	400.12	499.12	273.54	225.58	292.39	206.73	1338	32	5	3.04	3.08
Inactive	47	426.082032804	44.45	49.17	37.46	0	45.22	43.69	44.45	49.17	37.46	12	14	0	0	671.22	460.25	210.98	537.53	133.7	0	1.39	0	1	0	3	0.1	0	0	110.82	0	2	10788	541.85	541.85	156	92.35	92.35	21.34	6	3035	541.85	671.22	460.25	210.98	537.53	133.7	2419	44	5	5.06	5.09
Inactive	34	316.063011436	27.28	21.64	45.79	0	31.9	31.57	27.28	21.64	45.79	10	12	1	0	521.73	340.58	181.14	344.35	177.38	0	1.34	0	1	0	3	0.07	0	0	72.38	1	1	5111	389.78	389.78	114	84.51	84.51	15.6	3	1704	389.78	521.73	340.58	181.14	344.35	177.38	1234	29	5	1.79	1.82
Inactive	33	317.058260408	34.72	29.98	25.51	0	31.31	30.07	34.72	29.98	25.51	10	11	0	0	509.1	291.69	217.41	311.2	197.91	0	1.51	0	1	0	2	0	0	0	71.03	0	1	5144	389.97	389.97	104	109.19	109.19	15.14	4	1663	389.97	509.1	291.69	217.41	311.2	197.91	1243	29	5	2.1	2.14
Inactive	42	265.167793605	23.98	29.88	38.08	1	29.77	30.65	23.98	29.88	38.08	13	13	0	0	545.39	429.48	115.9	458.7	86.69	0	2.26	0	1	0	1	0.53	0	0	57.54	0	0	2780	473.74	473.74	148	39.97	39.97	18.07	8	1024	473.74	570.01	451.55	118.46	487.05	82.96	786	27	6	0.21	-1.44
Inactive	20	223.9988697	24.81	22.41	10.21	-1	21.07	19.15	24.81	22.41	10.21	5	5	0	0	356.38	183.77	172.6	174.32	182.06	0	1.98	0	1	0	2	0	0	2	44.8	0	1	801	252.22	252.22	64	79.09	79.09	9.31	1	622	252.22	364.94	162.05	202.89	186.93	178.01	330	25	4	1.58	0.36
Inactive	47	381.132470724	43.13	39	31.34	-1	39.83	37.83	43.13	39	31.34	12	13	0	0	603.2	379.49	223.7	455.79	147.41	1	1.75	0	2	1	3	0.2	0	2	112.58	0	1	6297	528.69	528.69	162	117.42	117.42	21.19	6	2898	528.69	611.63	373.78	237.85	469.78	141.86	1823	49	6	2.47	1.01
Inactive	46	369.132470724	38.43	41.21	31.62	-1	37.87	37.09	38.43	41.21	31.62	12	13	0	0	606.71	368.4	238.31	459.8	146.91	1	1.72	0	1	1	3	0.26	0	2	104.66	0	2	6277	513.06	513.06	162	121.33	121.33	20.67	7	2558	513.06	622.34	368.7	253.64	475.44	146.9	1739	43	6	2.56	1.12
Inactive	44	372.122240391	36.4	46.3	30.57	0	40.67	37.76	36.4	46.3	30.57	6	8	0	0	547.46	338.19	209.27	450.28	97.18	1	1.49	0	2	1	4	0.05	0	2	112.15	0	2	6676	491.56	491.56	150	101.18	101.18	20.35	5	3066	491.56	547.46	338.19	209.27	450.28	97.18	1872	47	8	3.99	4.13
Inactive	49	397.142641484	53.7	49.92	25.41	0	46.11	43.01	53.7	49.92	25.41	9	11	0	0	644.62	439.12	205.49	563.49	81.12	0	1.21	0	2	0	4	0.08	0	2	117.76	0	2	11692	540.35	540.35	168	74.08	74.08	22.35	5	3894	540.35	644.62	439.12	205.49	563.49	81.12	2620	46	2	3.97	3.97
Inactive	46	378.121571688	28.51	38.29	47.37	-1	38.73	38.06	28.51	38.29	47.37	12	14	1	0	559.11	402.17	156.95	433.47	125.64	0	1.32	0	2	0	4	0.14	0	2	109.35	1	1	8691	481.35	481.35	162	90.93	90.93	20.97	5	3327	481.35	567.31	380.5	186.81	440.62	126.69	2088	48	3	0.1	-1.04
Inactive	36	350.065119438	52.45	33.84	17.49	0	33.97	34.59	52.45	33.84	17.49	6	8	0	0	584.88	340.55	244.33	340.5	244.38	0	1.09	0	1	0	4	0	0	2	95.42	0	3	7973	426.91	426.91	122	124.3	124.3	16.77	4	2614	426.91	584.88	340.55	244.33	340.5	244.38	1839	38	3	2.63	2.63
Inactive	36	350.065119438	16.77	34.22	53.11	0	34.6	34.7	16.77	34.22	53.11	6	8	0	0	583.3	341.48	241.82	360.64	222.67	0	1.07	0	1	0	4	0	0	2	95.1	0	3	8345	426.74	426.74	122	124.3	124.3	16.77	4	2713	426.74	583.3	341.48	241.82	360.64	222.67	1872	38	3	2.31	2.31
Inactive	34	300.055322	29.25	23.24	38.09	0	31.18	30.19	29.25	23.24	38.09	9	10	0	0	500.77	328.37	172.39	302.36	198.4	0	1.61	0	2	0	2	0.12	0	0	67.11	0	0	4160	402.84	402.84	114	51.21	51.21	15.33	6	1430	402.84	500.77	328.37	172.39	302.36	198.4	1064	28	27	4	4
Inactive	32	301.0521124	30.69	43.9	17.17	0	28.3	30.58	30.69	43.9	17.17	11	13	1	0	500.11	314.13	185.98	324.59	175.52	0	1.29	1	1	0	3	0.29	0	0	69.97	0	2	3663	378.18	378.18	116	92.43	92.43	14.45	3	1287	378.18	500.11	314.13	185.98	324.59	175.52	998	30	1	4.32	4.32
Inactive	33	263.117095439	35.67	29.1	19.4	1	32.5	28.05	35.67	29.1	19.4	2	4	0	0	451.61	326.51	125.1	299.68	151.93	0	1.52	0	2	0	3	0	0	0	67.12	0	1	2383	366.13	366.13	108	77.97	77.97	15.31	3	1333	366.13	447.67	294.79	152.88	308.17	139.5	778	30	12	2.88	3.21
Inactive	33	274.077598873	25.46	20.05	42.43	0	28.11	29.31	25.46	20.05	42.43	8	10	1	0	505.58	319.59	185.98	367.89	137.68	0	1.32	1	2	0	3	0.29	0	0	59.57	0	1	2922	380	380	122	55.17	55.17	14.76	4	1107	380	505.58	319.59	185.98	367.89	137.68	796	24	2	4.2	4.2
Inactive	26	268.0073264	17.81	24.18	36.05	0	25.4	26.01	17.81	24.18	36.05	6	7	0	0	468.25	244.73	223.53	330.46	137.79	0	1.65	0	1	0	2	0.09	0	0	49.46	0	1	2024	327.96	327.96	86	55.17	55.17	11.83	4	793	327.96	468.25	244.73	223.53	330.46	137.79	591	20	2	3.79	3.79
Inactive	29	271.07053917	35.76	30.18	12.89	0	26.7	26.28	35.76	30.18	12.89	6	7	0	0	469	273.99	195	285.08	183.91	0	1.35	0	1	0	3	0	0	2	65.38	0	2	3088	333.1	333.1	96	112.48	112.48	13.47	3	1157	333.1	469	273.99	195	285.08	183.91	869	28	2	1.62	1.67
Inactive	20	198.038904689	18.8	20.98	9.89	0	16.45	16.56	18.8	20.98	9.89	5	5	0	0	359.22	247.01	112.2	209.84	149.38	0	2.23	0	0	0	2	0.33	0	2	41.35	0	2	565	246.38	246.38	70	106.85	106.85	8.96	0	423	246.38	359.22	247.01	112.2	209.84	149.38	258	25	1	-4.13	-4.13
Inactive	39	252.162648652	30.34	40.01	20.7	1	32.49	30.35	30.34	40.01	20.7	9	10	1	0	426.97	327.77	99.2	413.09	13.88	0	1.39	0	2	0	3	0.29	0	2	60.36	1	0	2620	406.7	406.7	144	16.47	16.47	17.3	3	1306	406.7	467.89	347.94	119.95	452.65	15.24	758	27	4	0.93	-0.75
Inactive	34	283.084457903	30.23	28.63	20.99	0	29.28	26.62	30.23	28.63	20.99	9	10	0	0	400.92	286.59	114.33	240.14	160.78	0	1.7	0	2	0	2	0.12	0	0	68.13	0	0	3729	395.54	395.54	114	77.28	77.28	15.33	6	1374	395.54	400.92	286.59	114.33	240.14	160.78	1014	29	13	3.53	3.53
Inactive	23	242.0206678	25.62	22.89	13.91	0	21.72	20.81	25.62	22.89	13.91	7	7	0	0	371.84	170.76	201.07	269.98	101.86	0	1.95	0	1	0	2	0.25	0	2	49.72	0	1	929	293.69	293.69	78	85.3	85.3	10.37	2	587	293.69	371.84	170.76	201.07	269.98	101.86	384	26	1	1.98	1.98
Inactive	28	203.105862051	29	25.55	12.89	1	23.89	22.48	29	25.55	12.89	5	5	0	0	407.47	278.32	129.14	294.11	113.36	0	1.95	0	1	0	2	0.18	0	2	44.58	0	1	836	303.97	303.97	94	72.42	72.42	12.64	1	644	303.97	398.51	308.6	89.92	274.25	124.27	336	25	10	0.96	0.99
Inactive	26	259.015058188	21.85	20.27	27.26	0	21.94	23.13	21.85	20.27	27.26	12	12	0	0	502	314.51	187.49	284.24	217.77	0	2.37	0	0	0	1	0.33	0	0	49.81	0	1	1616	329.51	329.51	84	95.74	95.74	11.5	6	595	329.51	502	314.51	187.49	284.24	217.77	539	20	1	1.74	1.74
Inactive	16	173.022526349	17.57	18.83	8.65	0	15.92	15.01	17.57	18.83	8.65	7	7	0	0	303.41	124.67	178.74	114.67	188.73	0	2.41	0	1	0	1	0	0	0	34.42	0	0	540	207.37	207.37	46	90.72	90.72	7.45	1	346	207.37	303.41	124.67	178.74	114.67	188.73	234	19	1	1.63	1.63
Inactive	52	380.173607261	38.9	32.06	50.32	-1	40.85	40.43	38.9	32.06	50.32	12	13	0	0	625.06	454.63	170.43	547.52	77.54	0	1.54	0	2	0	3	0.27	0	2	108.25	0	1	8293	552.45	552.45	184	81.7	81.7	23.18	7	3177	552.45	627.78	441.08	186.7	552.3	75.48	2055	48	3	1.24	-0.23
Inactive	48	368.153620707	48.04	38.39	28.04	-1	38	38.16	48.04	38.39	28.04	11	12	0	0	604.65	403.69	200.97	506.36	98.29	0	1.57	0	2	0	3	0.24	0	2	102.3	0	1	7660	511.6	511.6	170	72.47	72.47	21.49	6	2980	511.6	611	392.78	218.22	513.04	97.96	1892	45	3	1.31	0.07
Inactive	44	389.0931045	47.89	40.33	31.63	0	42.38	39.95	47.89	40.33	31.63	6	8	0	0	575.51	333.93	241.58	517.74	57.77	1	1.45	0	2	1	4	0.05	0	2	111.31	0	2	7086	495.81	495.81	150	75.11	75.11	20.35	4	3104	495.81	575.51	333.93	241.58	517.74	57.77	1920	47	10	3.76	3.8
